"group","VPNr","Alter","Geschlecht","Haendigkeit","Sehschwaeche","Farbfehlsichtigkeit","Hoerschwaeche","Fuehrerschein","Fahrtfrequenz","Fahrtstrecke","FrequenzAutobahn","StreckeAutobahn","KenntnisAS.CC.","KenntnisAS.ACC.","KenntnisAS.Spurhalte.","KenntnisAS.Stauassistent.","KenntnisAS.ParkAssist.","KenntnisAS.Teilautomation.","DSQ_Speed","DSQ_Calmness","DSQ_SocialResistance","DSQ_Focus","DSQ_Planning","DSQ_Deviance","ATIS","FiltHerstellerCC.VW.","FiltHerstellerCC.Opel.","FiltHerstellerCC.Mercedes.","FiltHerstellerCC.Ford.","FiltHerstellerCC.BMW.","FiltHerstellerCC.Audi.","FiltHerstellerCC.Skoda.","FiltHerstellerCC.Renault.","FiltHerstellerCC.Toyota.","FiltHerstellerCC.Seat.","FiltHerstellerCC.Hyundai.","FiltHerstellerCC.Fiat.","FiltHerstellerCC.Nissan.","FiltHerstellerCC.Peugeot.","FiltHerstellerCC.Mazda.","FiltHerstellerCC.Kia.","FiltHerstellerCC.Dacia.","FiltHerstellerCC.Citroen.","FiltHerstellerCC.Volvo.","FiltHerstellerCC.Mitsubishi.","FiltHerstellerCC.other.","FiltHerstellerACC.VW.","FiltHerstellerACC.Opel.","FiltHerstellerACC.Mercedes.","FiltHerstellerACC.Ford.","FiltHerstellerACC.BMW.","FiltHerstellerACC.Audi.","FiltHerstellerACC.Skoda.","FiltHerstellerACC.Renault.","FiltHerstellerACC.Toyota.","FiltHerstellerACC.Seat.","FiltHerstellerACC.Hyundai.","FiltHerstellerACC.Fiat.","FiltHerstellerACC.Nissan.","FiltHerstellerACC.Peugeot.","FiltHerstellerACC.Mazda.","FiltHerstellerACC.Kia.","FiltHerstellerACC.Dacia.","FiltHerstellerACC.Citroen.","FiltHerstellerACC.Volvo.","FiltHerstellerACC.Mitsubishi.","FiltHerstellerACC.other.","FiltHerstellerSpurha.VW.","FiltHerstellerSpurha.Opel.","FiltHerstellerSpurha.Mercedes.","FiltHerstellerSpurha.Ford.","FiltHerstellerSpurha.BMW.","FiltHerstellerSpurha.Audi.","FiltHerstellerSpurha.Skoda.","FiltHerstellerSpurha.Renault.","FiltHerstellerSpurha.Toyota.","FiltHerstellerSpurha.Seat.","FiltHerstellerSpurha.Hyundai.","FiltHerstellerSpurha.Fiat.","FiltHerstellerSpurha.Nissan.","FiltHerstellerSpurha.Peugeot.","FiltHerstellerSpurha.Mazda.","FiltHerstellerSpurha.Kia.","FiltHerstellerSpurha.Dacia.","FiltHerstellerSpurha.Citroen.","FiltHerstellerSpurha.Volvo.","FiltHerstellerSpurha.Mitsubishi.","FiltHerstellerSpurha.other.","FiltHerstellerStauas.VW.","FiltHerstellerStauas.Opel.","FiltHerstellerStauas.Mercedes.","FiltHerstellerStauas.Ford.","FiltHerstellerStauas.BMW.","FiltHerstellerStauas.Audi.","FiltHerstellerStauas.Skoda.","FiltHerstellerStauas.Renault.","FiltHerstellerStauas.Toyota.","FiltHerstellerStauas.Seat.","FiltHerstellerStauas.Hyundai.","FiltHerstellerStauas.Fiat.","FiltHerstellerStauas.Nissan.","FiltHerstellerStauas.Peugeot.","FiltHerstellerStauas.Mazda.","FiltHerstellerStauas.Kia.","FiltHerstellerStauas.Dacia.","FiltHerstellerStauas.Citroen.","FiltHerstellerStauas.Volvo.","FiltHerstellerStauas.Mitsubishi.","FiltHerstellerStauas.other.","FiltHerstellerParkAs.VW.","FiltHerstellerParkAs.Opel.","FiltHerstellerParkAs.Mercedes.","FiltHerstellerParkAs.Ford.","FiltHerstellerParkAs.BMW.","FiltHerstellerParkAs.Audi.","FiltHerstellerParkAs.Skoda.","FiltHerstellerParkAs.Renault.","FiltHerstellerParkAs.Toyota.","FiltHerstellerParkAs.Seat.","FiltHerstellerParkAs.Hyundai.","FiltHerstellerParkAs.Fiat.","FiltHerstellerParkAs.Nissan.","FiltHerstellerParkAs.Peugeot.","FiltHerstellerParkAs.Mazda.","FiltHerstellerParkAs.Kia.","FiltHerstellerParkAs.Dacia.","FiltHerstellerParkAs.Citroen.","FiltHerstellerParkAs.Volvo.","FiltHerstellerParkAs.Mitsubishi.","FiltHerstellerParkAs.other.","FiltHerstellerTeilau.VW.","FiltHerstellerTeilau.Opel.","FiltHerstellerTeilau.Mercedes.","FiltHerstellerTeilau.Ford.","FiltHerstellerTeilau.BMW.","FiltHerstellerTeilau.Audi.","FiltHerstellerTeilau.Skoda.","FiltHerstellerTeilau.Renault.","FiltHerstellerTeilau.Toyota.","FiltHerstellerTeilau.Seat.","FiltHerstellerTeilau.Hyundai.","FiltHerstellerTeilau.Fiat.","FiltHerstellerTeilau.Nissan.","FiltHerstellerTeilau.Peugeot.","FiltHerstellerTeilau.Mazda.","FiltHerstellerTeilau.Kia.","FiltHerstellerTeilau.Dacia.","FiltHerstellerTeilau.Citroen.","FiltHerstellerTeilau.Volvo.","FiltHerstellerTeilau.Mitsubishi.","FiltHerstellerTeilau.other.","Fahrstil.DSQ1.","Fahrstil.DSQ2.","Fahrstil.DSQ3.","Fahrstil.DSQ4.","Fahrstil.DSQ5.","Fahrstil.DSQ6.","Fahrstil.DSQ7.","Fahrstil.DSQ8.","Fahrstil.DSQ9.","Fahrstil.DSQ10.","Fahrstil.DSQ11.","Fahrstil.DSQ12.","Fahrstil.DSQ13.","Fahrstil.DSQ14.","Fahrstil.DSQ15.","Technikaffinitaet.ATIS1.","Technikaffinitaet.ATIS2.","Technikaffinitaet.ATIS3.","Technikaffinitaet.ATIS4.","Technikaffinitaet.ATIS5.","Technikaffinitaet.ATIS6.","Technikaffinitaet.ATIS7.","Technikaffinitaet.ATIS8.","Technikaffinitaet.ATIS9."
"B",62,23,0,0,0,0,0,2015,2,1,1,1,3,1,1,1,1,1,4,15,5,18,9,5,5,"Y","","Y","Y","","","","","","","","","","","","","","","","","Mini","","","","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",1,2,1,3,5,1,4,2,6,6,6,2,4,4,1,5,5,5,5,5,5,6,4,5
"B",63,30,0,0,0,0,0,2008,3,2,2,2,3,1,1,1,1,1,5,17,2,18,12,7,5.444444444444445,"Y","","Y","","Y","Y","Y","","","","","","","","","","","","","","Tesla","","","","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",1,3,1,1,6,2,6,1,6,6,6,1,6,6,1,6,6,1,6,6,6,6,6,6
"B",64,40,1,0,0,0,0,1999,4,2,3,2,3,1,1,0,1,0,6,11,6,13,11,7,4.555555555555555,"","","","","","","Y","Y","","","","","","","","","","","","","","","","","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",1,4,1,2,3,4,3,2,5,3,5,1,5,5,2,4,5,5,5,4,4,5,4,5
"B",65,43,0,0,0,1,0,1996,3,2,2,2,3,1,1,1,1,0,9,14,4,12,9,7,4.777777777777778,"","","","","Y","","","","","","","","","","","","","","Y","","","","","","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",3,4,2,3,5,2,5,2,5,5,2,1,3,5,2,5,5,5,4,5,5,5,5,4
"B",66,61,0,0,1,0,0,1978,3,2,2,2,3,1,1,1,1,0,8,17,5,10,6,6,4.666666666666667,"","Y","","","","","","Y","","","","","","","","","","","","","","","","","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",2,4,2,2,6,1,3,1,2,5,3,3,2,5,1,5,5,6,4,5,5,5,3,4
"B",68,28,0,0,1,0,0,2011,4,2,3,2,3,2,1,1,1,2,6,15,3,17,4,4,5.222222222222222,"","Y","Y","Y","Y","","Y","","Y","","","Y","","","","","Y","","","","","","","Y","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"MAN","","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"MAN",1,3,2,2,6,3,5,1,6,5,6,6,3,3,1,5,6,5,5,5,5,5,6,5
"B",69,25,1,0,0,0,0,2013,4,2,3,2,2,3,1,0,1,1,7,15,5,16,9,6,5.333333333333333,"Y","","","Y","Y","","","","Y","","","","","","","","","","","","","Y","","","","Y","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",2,4,1,2,5,2,3,1,6,5,5,1,3,5,1,5,6,6,6,6,5,5,3,6
"B",70,26,1,0,1,0,0,2014,3,2,3,2,2,1,1,0,1,0,6,18,4,17,5,3,5.222222222222222,"","","","Y","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",1,4,1,1,6,1,5,2,5,6,6,4,2,2,1,5,5,5,6,4,5,5,6,6
"B",71,43,0,1,0,0,0,1996,3,3,3,2,2,0,0,0,0,0,4,16,7,17,7,4,4.111111111111111,"","","","","","","","","","Y","","","","","","","","","","","","","","","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",1,2,1,2,5,1,2,2,6,5,6,3,3,3,1,6,6,2,5,5,5,2,2,4
"B",72,27,0,0,0,0,0,2011,2,1,2,1,3,3,2,1,1,1,9,16,8,15,11,6,6,"Y","","Y","","","","","","","","","","","","","","","","","","","Y","","Y","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","Y","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",2,4,3,2,5,1,2,3,4,5,6,1,5,5,1,6,6,6,6,6,6,6,6,6
"B",73,49,1,0,1,0,0,1990,3,2,2,1,1,1,0,0,0,0,7,17,5,18,6,8,4.777777777777778,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",1,5,1,1,6,2,3,1,6,6,6,2,1,6,2,5,6,4,5,5,4,5,4,5
"B",74,45,1,2,1,0,0,1994,4,3,3,3,3,1,1,0,1,1,6,9,3,13,3,6,2.888888888888889,"","","","","","","","Y","","","","","","","","","","","","","","","","","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",2,2,2,4,3,4,6,2,5,3,5,5,1,5,1,3,5,3,4,3,1,3,1,3
"B",75,25,0,0,0,0,0,2014,3,1,3,1,2,0,0,0,0,0,4,16,5,16,9,3,4.333333333333333,"Y","Y","Y","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",1,2,1,2,5,1,3,1,4,6,6,2,4,2,1,5,6,4,4,4,4,4,4,4
"B",76,24,1,0,1,0,0,2014,3,2,3,2,1,1,1,1,1,1,10,12,6,13,9,7,4.333333333333333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",4,4,2,3,4,3,4,3,5,4,4,2,4,6,1,4,5,5,4,4,4,4,4,5
"B",77,34,1,0,1,0,0,2005,4,2,3,2,3,0,0,0,0,0,5,15,6,15,4,7,4.555555555555555,"","","","","","","","","Y","","","","","","","","","","","","","","","","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",2,2,1,3,5,1,4,3,5,5,5,5,2,6,1,5,5,5,4,5,4,4,4,5
"B",78,50,0,0,1,0,0,1989,4,3,4,3,1,0,0,0,0,0,10,17,5,17,6,4,2.7777777777777777,"","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",4,3,3,2,6,1,3,1,6,6,5,4,3,3,1,3,4,3,4,3,1,3,1,3
"B",79,30,0,0,0,0,0,2009,3,2,2,1,2,1,2,1,1,1,6,15,5,12,5,6,4.888888888888889,"","","Y","","Y","Y","","","","Y","","","","","","","","","","","","","","","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","Y","","",NA,"","","",NA,NA,"Y","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",2,2,2,2,4,1,4,2,4,4,4,3,1,5,1,6,6,4,5,5,4,6,4,4
"B",80,27,0,0,0,0,0,2012,3,2,3,2,3,1,1,1,1,0,10,16,5,10,11,3,4.444444444444445,"","Y","Y","","Y","","","","","","","","","","","","","","","","Suzuki","","","","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",4,4,2,2,5,1,4,2,3,4,3,1,5,2,1,6,5,4,3,4,5,5,5,3
"B",81,29,1,0,0,0,0,2010,2,1,1,1,2,0,1,0,1,0,6,14,8,15,5,3,3.4444444444444446,"","","Y","","","","","","","","","","","","","","","","","","","","","","","","","",NA,"","","","",NA,"",NA,"",NA,"","",NA,"","","","",NA,"","","",NA,NA,"","",NA,NA,NA,NA,"",NA,NA,"",NA,"","","",NA,NA,"","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"","","","","","","","","","",NA,"","",NA,"",NA,NA,NA,"","",NA,NA,"",NA,"",NA,"","",NA,NA,NA,"","",NA,NA,NA,NA,"",NA,"",NA,NA,"",2,3,1,2,5,3,3,4,5,4,6,3,1,2,1,3,4,2,5,3,2,3,4,5
